Nome: ITAJAI
Codigo Estacao: A868
Latitude: -26.95083333
Longitude: -48.76194444
Altitude: 9.76
Situacao: Operante
Data Inicial: 2020-01-01
Data Final: 2026-01-01
Periodicidade da Medicao: Horaria

Data Medicao;Hora Medicao;PRECIPITACAO TOTAL, HORARIO(mm);RADIACAO GLOBAL(Kj/m²);VENTO, RAJADA MAXIMA(m/s);VENTO, VELOCIDADE HORARIA(m/s);
2022-06-30;1400;0;2224,3;4,2;1,3;
2022-06-30;1500;0;2279,1;3,5;1,9;
2022-06-30;1600;0;2126;4,3;1,6;
2022-06-30;1700;0;1752,9;4,9;2,9;
2022-06-30;1800;0;1199,3;5,2;3;
2022-06-30;1900;0;547,7;4,8;2,7;
2022-06-30;2000;0;52,6;4,3;1,7;
2022-06-30;2100;0;-3,5;3,7;1,3;
2022-06-30;2200;0;-3,5;3,1;,3;
2022-06-30;2300;0;-3,5;1,3;0;
2022-07-01;0000;0;-3,5;1,8;1,1;
2022-07-01;0100;0;-3,5;2,3;,4;
2022-07-01;0200;0;-1,2;2,4;1,3;
2022-07-01;0300;0;-2,3;2,4;,7;
2022-07-01;0400;0;-,9;3,3;1,9;
2022-07-01;0500;0;-1,1;3,6;1,2;
2022-07-01;0600;0;-2,2;2,9;,9;
2022-07-01;0700;0;-2,5;2,6;1,2;
2022-07-01;0800;0;-2,2;3,3;,6;
2022-07-01;0900;0;-1,8;3,1;,5;
2022-07-01;1000;0;33,9;1,7;,7;
2022-07-01;1100;0;199,2;2,8;1,1;
2022-07-01;1200;0;287,4;2,9;1,4;
2022-07-01;1300;0;293,7;3,1;1,8;
2022-07-01;1400;0;943,3;2,8;1;
2022-07-01;1500;0;1146,6;2,7;,4;
2022-07-01;1600;0;1396,7;2,9;1;
2022-07-01;1700;0;846;4,3;2,7;
2022-07-01;1800;0;1070,1;5,4;3,6;
2022-07-01;1900;0;261,8;5,4;2,1;
2022-07-01;2000;0;30,7;4;2,1;
2022-07-01;2100;0;-3,3;3;0;
2022-07-01;2200;0;-2,9;0;0;
2022-07-01;2300;0;-2,3;1,1;0;
2022-07-02;0000;0;-1,9;1,6;0;
2022-07-02;0100;0;-2;1,5;,5;
2022-07-02;0200;0;-2,6;1,5;0;
2022-07-02;0300;0;-2,6;4,9;3,1;
2022-07-02;0400;0;-3,2;6,3;2,1;
2022-07-02;0500;0;-2,7;3,8;1,8;
2022-07-02;0600;0;-3,2;2,5;,8;
2022-07-02;0700;0;-3,5;2,1;0;
2022-07-02;0800;0;-3,3;1,9;,2;
2022-07-02;0900;0;-1,3;2,2;1;
2022-07-02;1000;0;38,4;3,8;2;
2022-07-02;1100;0;233,3;3,4;,7;
2022-07-02;1200;0;555;2,7;,2;
2022-07-02;1300;0;805;2,1;,6;
2022-07-02;1400;0;986,9;1,9;,2;
2022-07-02;1500;0;1250;3;,8;
2022-07-02;1600;0;1476,9;4,1;1,2;
2022-07-02;1700;0;1487,4;2,9;,8;
2022-07-02;1800;0;1104,6;3,9;2,1;
2022-07-02;1900;0;484,6;3,6;1,7;
2022-07-02;2000;0;54,8;3,2;2,2;
2022-07-02;2100;0;-3,5;3,2;2,1;
2022-07-02;2200;0;-3,5;2,9;,1;
2022-07-02;2300;0;-3,5;1,6;1;
2022-07-03;0000;0;-3,5;2;1;
2022-07-03;0100;0;-3,5;1,8;,3;
2022-07-03;0200;0;-3;1,4;,4;
2022-07-03;0300;0;-3,3;2,5;1,2;
2022-07-03;0400;0;-3,4;4,2;1,8;
2022-07-03;0500;0;-3,5;4,7;2,3;
2022-07-03;0600;,2;-3,5;4,3;1,9;
2022-07-03;0700;0;-3,5;5,3;2,7;
2022-07-03;0800;0;-3;4,7;2,2;
2022-07-03;0900;0;-2,4;4,5;2,2;
2022-07-03;1000;0;112,2;4,5;1,1;
2022-07-03;1100;0;598,2;3;0;
2022-07-03;1200;0;1192;1,7;,5;
2022-07-03;1300;0;1714,9;3;1,1;
2022-07-03;1400;0;2053,3;4,2;2,9;
2022-07-03;1500;0;2157,1;6;4,4;
2022-07-03;1600;0;2013,2;6;4,1;
2022-07-03;1700;0;1639,3;6,1;3,4;
2022-07-03;1800;0;1100,7;5,4;3;
2022-07-03;1900;0;497,5;4,1;2,7;
2022-07-03;2000;0;50,3;3,7;,5;
2022-07-03;2100;0;-3,5;2,3;,9;
2022-07-03;2200;0;-3,5;1,7;,9;
2022-07-03;2300;0;-3,4;1,5;0;
2022-07-04;0000;0;-2,6;2,7;1,4;
2022-07-04;0100;0;-,7;2,3;0;
2022-07-04;0200;0;-,4;1,8;1;
2022-07-04;0300;0;-,6;1,8;,1;
2022-07-04;0400;0;-1;2,4;1,3;
2022-07-04;0500;0;-,9;2,4;1,3;
2022-07-04;0600;0;-1;2,4;0;
2022-07-04;0700;0;-,4;2,3;1,4;
2022-07-04;0800;0;-1,1;2,8;1,3;
2022-07-04;0900;0;-1,5;2,8;1,3;
2022-07-04;1000;0;42,4;4,1;1,9;
2022-07-04;1100;0;280,8;5,1;2,8;
2022-07-04;1200;0;467,8;5,6;2,5;
2022-07-04;1300;0;746,6;4,9;2,3;
2022-07-04;1400;0;1927,6;4,9;2,3;
2022-07-04;1500;0;2200,6;3,9;1,4;
2022-07-04;1600;0;2052,7;2,9;,6;
2022-07-04;1700;0;1689,1;2,6;,9;
2022-07-04;1800;0;1152,7;4,8;3,3;
2022-07-04;1900;0;534,6;5,5;3,6;
2022-07-04;2000;0;55,2;5,9;2;
2022-07-04;2100;0;-1,9;4,8;2,4;
2022-07-04;2200;0;-,6;4;2;
2022-07-04;2300;0;-,4;2,8;,6;
2022-07-05;0000;0;-,5;2,6;1,1;
2022-07-05;0100;0;-,5;2,6;,3;
2022-07-05;0200;0;-1,8;1,8;0;
2022-07-05;0300;0;-1;1,9;0;
2022-07-05;0400;0;-,6;,2;0;
2022-07-05;0500;0;0;1,8;,2;
2022-07-05;0600;,2;-,5;4,5;2,4;
2022-07-05;0700;0;-,1;4,5;2,3;
2022-07-05;0800;0;-1,5;4,9;1,8;
2022-07-05;0900;0;-,9;3,2;,5;
2022-07-05;1000;0;187,5;4,7;2,7;
2022-07-05;1100;0;707;6;3,4;
2022-07-05;1200;0;1061,4;6,2;3,2;
2022-07-05;1300;0;1803,9;5,2;1,7;
2022-07-05;1400;0;1947;3,4;1,6;
2022-07-05;1500;0;1528,3;3,2;1,2;
2022-07-05;1600;0;1465,8;2,5;,9;
2022-07-05;1700;0;1448,3;4;1,9;
2022-07-05;1800;0;954,7;4;1,3;
2022-07-05;1900;0;350,5;2;1,2;
2022-07-05;2000;0;39,9;2,3;1,3;
2022-07-05;2100;0;-3,5;3,1;1,6;
2022-07-05;2200;0;-3,5;4,3;2,5;
2022-07-05;2300;0;-3,5;4,7;1,1;
2022-07-06;0000;0;-3,5;3,4;1,4;
2022-07-06;0100;0;-3,5;3,8;2,3;
2022-07-06;0200;0;-3,5;3,8;2,2;
2022-07-06;0300;0;-3,5;3,8;2,2;
2022-07-06;0400;0;-3,5;4,1;2,2;
2022-07-06;0500;0;-3,5;4,1;2,1;
2022-07-06;0600;0;-3,5;4,6;1,5;
2022-07-06;0700;0;-3,4;2,9;1,5;
2022-07-06;0800;0;-3,5;3,2;1,9;
2022-07-06;0900;0;-2,9;3,3;1,3;
2022-07-06;1000;0;69,3;2,4;,8;
2022-07-06;1100;0;400,3;3,5;,5;
2022-07-06;1200;0;912,7;4,7;1,9;
2022-07-06;1300;0;1570,7;4,5;1,4;
2022-07-06;1400;0;1781,8;3,2;1,8;
2022-07-06;1500;0;1616;3,6;1,5;
2022-07-06;1600;0;1769,7;4,5;2,7;
2022-07-06;1700;0;1437,1;4,5;1,6;
2022-07-06;1800;0;814,2;3,7;,4;
2022-07-06;1900;0;379,1;1,6;0;
2022-07-06;2000;0;61,5;2,3;1,5;
2022-07-06;2100;0;-3,5;2;1,3;
2022-07-06;2200;0;-3,5;1,7;0;
2022-07-06;2300;0;-3,5;1,9;,1;
2022-07-07;0000;0;-3,5;1,3;,1;
2022-07-07;0100;0;-3,4;2,1;,4;
2022-07-07;0200;0;-3,5;1,9;,8;
2022-07-07;0300;,2;-3,3;3;1,3;
2022-07-07;0400;0;-2,3;3,5;1,5;
2022-07-07;0500;0;-1,7;3,8;1,1;
2022-07-07;0600;0;-2,7;3,5;1,7;
2022-07-07;0700;0;-2,6;4,1;1,8;
2022-07-07;0800;0;-3,5;4,1;2;
2022-07-07;0900;0;-2,7;3,3;1,7;
2022-07-07;1000;,2;143,6;4,3;2,2;
2022-07-07;1100;0;714,1;4,3;2;
2022-07-07;1200;0;1306,5;4,7;2,5;
2022-07-07;1300;0;1976,6;5,3;3,1;
2022-07-07;1400;0;1763,3;5,2;1,9;
2022-07-07;1500;0;1829,1;4,1;1,9;
2022-07-07;1600;0;1449;3,6;1,8;
2022-07-07;1700;0;1318,5;3,3;1,8;
2022-07-07;1800;0;989,8;3,1;,9;
2022-07-07;1900;0;380;2,3;,9;
2022-07-07;2000;0;42,6;2,3;1,7;
2022-07-07;2100;0;-3,5;2,3;,4;
2022-07-07;2200;0;-3,4;1,3;,4;
2022-07-07;2300;0;-3;2,2;1,1;
2022-07-08;0000;0;-3,5;2,1;,2;
2022-07-08;0100;0;-3,3;2;,5;
2022-07-08;0200;0;-3,5;3,4;1,8;
2022-07-08;0300;0;-3,3;3,7;1,7;
2022-07-08;0400;0;-3,5;3,9;1,6;
2022-07-08;0500;0;-3,4;3,7;1,4;
2022-07-08;0600;0;-3,5;2,9;,2;
2022-07-08;0700;0;-3,5;3,4;,5;
2022-07-08;0800;0;-3,5;2;,9;
2022-07-08;0900;0;-3,4;2,4;,6;
2022-07-08;1000;0;72,6;1,8;,2;
2022-07-08;1100;,2;567,4;2,1;,9;
2022-07-08;1200;0;1210,5;2,5;,5;
2022-07-08;1300;0;1717;3,3;1,7;
2022-07-08;1400;0;2024,7;4,1;2,3;
2022-07-08;1500;0;2106,8;5,3;3,6;
2022-07-08;1600;0;2067,3;6;3,2;
2022-07-08;1700;0;1468,8;5,1;3,1;
2022-07-08;1800;0;904,3;5,4;2,9;
2022-07-08;1900;0;336,8;5;1,5;
2022-07-08;2000;0;46,4;3,1;1,7;
2022-07-08;2100;0;-3,4;3,1;0;
2022-07-08;2200;0;-3,5;1,3;0;
2022-07-08;2300;0;-3,3;1,7;,3;
2022-07-09;0000;0;-2,9;1,7;0;
2022-07-09;0100;0;-2,1;1;0;
2022-07-09;0200;0;-1,7;0;0;
2022-07-09;0300;0;-3;0;0;
2022-07-09;0400;0;-2,1;1,2;,2;
2022-07-09;0500;0;-3,2;1,7;0;
2022-07-09;0600;0;-3,4;1,4;,6;
2022-07-09;0700;0;-3,4;1,4;,5;
2022-07-09;0800;0;-3,3;1,5;0;
2022-07-09;0900;0;-2,7;1,5;,3;
2022-07-09;1000;0;87,2;2,1;,2;
2022-07-09;1100;0;480,9;2,5;,8;
2022-07-09;1200;0;700,9;2,3;1,4;
2022-07-09;1300;0;1370,3;3,5;1,9;
2022-07-09;1400;0;2068,2;3,5;,7;
2022-07-09;1500;0;1794,4;3,5;,6;
2022-07-09;1600;0;1468,2;3,2;,8;
2022-07-09;1700;0;1167,9;2,6;,7;
2022-07-09;1800;0;1148,2;4;1;
2022-07-09;1900;0;538,4;5,4;2,4;
2022-07-09;2000;0;57;3,8;2,1;
2022-07-09;2100;0;-3,5;3;2;
2022-07-09;2200;0;-3,5;3;,6;
2022-07-09;2300;0;-3,5;1,5;,8;
2022-07-10;0000;0;-3,3;2;0;
2022-07-10;0100;0;-1,9;4,6;2,7;
2022-07-10;0200;0;-1,3;4,8;1,9;
2022-07-10;0300;0;-3,2;3,4;1,7;
2022-07-10;0400;0;-2;2,8;,8;
2022-07-10;0500;0;-1,9;1,5;,8;
2022-07-10;0600;0;-1,6;1,5;0;
2022-07-10;0700;0;-2;1,6;,4;
2022-07-10;0800;0;-,7;2,2;,7;
2022-07-10;0900;0;-1,3;2,4;,4;
2022-07-10;1000;0;52,7;1,2;0;
2022-07-10;1100;0;435,1;1,5;0;
2022-07-10;1200;0;614,8;1,8;,6;
2022-07-10;1300;0;1413;2,4;,8;
2022-07-10;1400;0;1919,3;4,5;2,1;
2022-07-10;1500;0;1936,9;4,5;,6;
2022-07-10;1600;0;1915,8;3,4;2;
2022-07-10;1700;0;1561,2;5,7;3,6;
2022-07-10;1800;0;983;5,5;3,5;
2022-07-10;1900;0;399;5,4;3;
2022-07-10;2000;0;42,1;5,4;1,9;
2022-07-10;2100;0;-3,5;3,2;1,2;
2022-07-10;2200;0;-3,3;2,8;1,9;
2022-07-10;2300;0;-2,1;2,8;,5;
2022-07-11;0000;0;-2,8;1,8;,9;
2022-07-11;0100;0;-1;1,7;,3;
2022-07-11;0200;0;-,3;2,4;1,6;
2022-07-11;0300;0;-1,8;2,6;1,2;
2022-07-11;0400;0;-1,5;2,8;,4;
2022-07-11;0500;0;-,9;2;0;
2022-07-11;0600;0;-2;1,3;,5;
2022-07-11;0700;0;-1,5;2,5;0;
2022-07-11;0800;0;-2;1,6;,6;
2022-07-11;0900;0;-,9;3,6;1,9;
2022-07-11;1000;0;57,6;3,4;1,3;
2022-07-11;1100;0;518,2;4,4;2,4;
2022-07-11;1200;0;1126,6;4,8;2,7;
2022-07-11;1300;0;1536,2;4,4;2,7;
2022-07-11;1400;0;1799,8;3,8;,7;
2022-07-11;1500;0;1984,4;2,8;1,3;
2022-07-11;1600;0;1782,3;5,7;3,1;
2022-07-11;1700;0;1488,7;5,9;3,6;
2022-07-11;1800;0;978;5,3;2,8;
2022-07-11;1900;0;307,7;5,3;3,6;
2022-07-11;2000;0;37,7;5;1,8;
2022-07-11;2100;0;-3,5;3,7;1,1;
2022-07-11;2200;0;-3,5;3;,8;
2022-07-11;2300;0;-3,5;1,7;0;
2022-07-12;0000;0;-3,5;2,4;,7;
2022-07-12;0100;0;-3,5;2,8;,6;
2022-07-12;0200;0;-3,3;2,1;,6;
2022-07-12;0300;0;-3,5;2,9;1;
2022-07-12;0400;0;-2,8;2,7;,4;
2022-07-12;0500;0;-2,4;2,5;1,2;
2022-07-12;0600;0;-2,5;2,8;1,3;
2022-07-12;0700;0;-2,4;5,3;1,9;
2022-07-12;0800;0;-2,8;6,5;3,8;
2022-07-12;0900;1,6;-3,4;7,8;,6;
2022-07-12;1000;,6;20,8;2,6;1;
2022-07-12;1100;0;198;3;1;
2022-07-12;1200;0;364,9;4,2;,6;
2022-07-12;1300;0;1069,5;2,9;1,3;
2022-07-12;1400;0;1351,1;7,9;3;
2022-07-12;1500;0;2478,1;8,7;5;
2022-07-12;1600;0;1675,1;8,1;4;
2022-07-12;1700;0;2011,9;10;2,5;
2022-07-12;1800;0;1331;7,3;4,3;
2022-07-12;1900;0;622,8;5,9;2,3;
2022-07-12;2000;0;77,9;4,3;2,2;
2022-07-12;2100;0;-3,5;3,8;2,2;
2022-07-12;2200;0;-3,5;3,7;1,6;
2022-07-12;2300;0;-3,5;2,7;0;
2022-07-13;0000;0;-2,9;1,1;0;
2022-07-13;0100;0;-3,4;1,4;,2;
2022-07-13;0200;0;-2,9;1,5;0;
2022-07-13;0300;0;-2,8;1,1;,5;
2022-07-13;0400;0;-3,2;2,9;1,1;
2022-07-13;0500;0;-3,1;2,8;1,3;
2022-07-13;0600;0;-2,9;2,8;1,1;
2022-07-13;0700;0;-3,1;4,6;1,7;
2022-07-13;0800;0;-2,3;4,6;1,5;
2022-07-13;0900;0;-2,3;3;1,3;
2022-07-13;1000;0;30,4;2,8;1,1;
2022-07-13;1100;0;117,6;3,9;1,7;
2022-07-13;1200;0;297,5;5,6;2;
2022-07-13;1300;0;480,2;6;3,2;
2022-07-13;1400;0;667,7;5,6;2,8;
2022-07-13;1500;0;791,3;5,2;1,3;
2022-07-13;1600;0;788,1;4,7;2,2;
2022-07-13;1700;0;474,4;4,7;1,9;
2022-07-13;1800;0;213,7;4,5;1;
2022-07-13;1900;0;124,9;2,1;,7;
2022-07-13;2000;0;16,6;1,6;,9;
2022-07-13;2100;0;-2,3;1,6;,6;
2022-07-13;2200;0;-2,1;1,5;,4;
2022-07-13;2300;0;-2,3;2,4;1,1;
2022-07-14;0000;0;-1,4;2,1;1,2;
2022-07-14;0100;0;-1;2;,5;
2022-07-14;0200;0;-1,9;2,3;,8;
2022-07-14;0300;0;-2,1;2,1;1,1;
2022-07-14;0400;0;-1,6;2,5;1,1;
2022-07-14;0500;0;-2,4;2,7;,8;
2022-07-14;0600;0;-1,2;2,4;,5;
2022-07-14;0700;0;-2,6;2,2;1,2;
2022-07-14;0800;0;-2,8;2,5;,4;
2022-07-14;0900;,4;-1,4;3;,8;
2022-07-14;1000;2,6;14,6;4,5;2,6;
2022-07-14;1100;0;72,5;4,5;,9;
2022-07-14;1200;0;92,1;3,1;1,2;
2022-07-14;1300;0;95,8;3,6;1,1;
2022-07-14;1400;,6;137,4;2,9;1,1;
2022-07-14;1500;2,6;98,3;3,7;,4;
2022-07-14;1600;,8;209,5;1,6;0;
2022-07-14;1700;,4;182,1;1,5;,9;
2022-07-14;1800;,6;163,6;1,4;0;
2022-07-14;1900;,4;90,7;1,8;,9;
2022-07-14;2000;,2;11,1;1,8;0;
2022-07-14;2100;,6;-2,2;1,7;0;
2022-07-14;2200;0;-1,5;1,3;0;
2022-07-14;2300;,2;-1,8;2,1;,9;
2022-07-15;0000;,2;-1,3;1,7;0;
2022-07-15;0100;,4;-1,2;1,3;,1;
2022-07-15;0200;,6;-,5;1,7;,5;
2022-07-15;0300;,4;-,8;2,8;,7;
2022-07-15;0400;0;,7;5,8;2,4;
2022-07-15;0500;0;,5;4,3;1,4;
2022-07-15;0600;0;-,3;2,6;,9;
2022-07-15;0700;,2;-1;2,2;,7;
2022-07-15;0800;0;-,1;1,3;0;
2022-07-15;0900;0;-,3;0;0;
2022-07-15;1000;0;41,8;0;0;
2022-07-15;1100;0;359,9;2,5;1,4;
2022-07-15;1200;0;732,4;2,8;1,7;
2022-07-15;1300;0;1035;3,1;1,2;
2022-07-15;1400;0;1419,7;2,4;,2;
2022-07-15;1500;0;2118,1;4,1;2,3;
2022-07-15;1600;0;1966,3;4,9;3,1;
2022-07-15;1700;0;1532,3;5,7;2,8;
2022-07-15;1800;0;1178,1;5,1;3;
2022-07-15;1900;0;438;4,6;2,9;
2022-07-15;2000;0;58,6;4,5;,4;
2022-07-15;2100;0;-3,5;1,6;0;
2022-07-15;2200;0;-3,5;1;0;
2022-07-15;2300;0;-3,2;1,4;0;
2022-07-16;0000;0;-3,5;0;0;
2022-07-16;0100;0;-2,7;0;0;
2022-07-16;0200;0;-2,3;1,3;0;
2022-07-16;0300;0;-1,6;2,8;1,1;
2022-07-16;0400;0;-,9;3,3;1,4;
2022-07-16;0500;0;-1,1;4,2;1,5;
2022-07-16;0600;0;-1,1;4,4;1,7;
2022-07-16;0700;0;-,9;4,7;1,6;
2022-07-16;0800;0;,7;3,2;1,6;
2022-07-16;0900;0;,5;3,4;2;
2022-07-16;1000;0;43,4;3,9;2,1;
2022-07-16;1100;0;320,8;4,4;2,5;
2022-07-16;1200;0;215,2;5,9;2;
2022-07-16;1300;0;363,5;4;1,2;
2022-07-16;1400;0;316,1;4,2;1,9;
2022-07-16;1500;0;196,8;4,5;1,3;
2022-07-16;1600;0;1252,3;2,4;,3;
2022-07-16;1700;0;1256,7;2,1;,5;
2022-07-16;1800;0;927;1,7;0;
2022-07-16;1900;0;430,1;1,9;,5;
2022-07-16;2000;0;73,6;1,3;0;
2022-07-16;2100;0;-3,4;1,2;,2;
2022-07-16;2200;0;-1,8;1,6;0;
2022-07-16;2300;0;-3,2;1,4;,6;
2022-07-17;0000;0;-3,3;2,9;1,6;
2022-07-17;0100;0;-2,4;2,9;,5;
2022-07-17;0200;0;-2,7;8;4,2;
2022-07-17;0300;0;-3,4;6,8;1,7;
2022-07-17;0400;0;-3,5;4,2;2;
2022-07-17;0500;0;-3,5;3,5;2,4;
2022-07-17;0600;0;-3,5;5,2;2,3;
2022-07-17;0700;0;-3,5;4,4;1,8;
2022-07-17;0800;0;-3,5;3,1;,9;
2022-07-17;0900;0;-3,5;4,6;2,1;
2022-07-17;1000;0;79,7;3,6;,8;
2022-07-17;1100;0;369;3,1;1,4;
2022-07-17;1200;0;794,6;5,7;3,7;
2022-07-17;1300;0;1048,2;7,6;4,1;
2022-07-17;1400;0;1352,5;8,9;3,5;
2022-07-17;1500;0;1676,5;7,6;2;
2022-07-17;1600;0;1378,7;5;3,1;
2022-07-17;1700;0;1061,4;4,8;2,7;
2022-07-17;1800;0;792,9;3,9;1,4;
2022-07-17;1900;0;300,6;6,1;3,6;
2022-07-17;2000;0;31,5;6,1;2,1;
2022-07-17;2100;0;-3,5;4,1;1,7;
2022-07-17;2200;0;-3,5;3,1;0;
2022-07-17;2300;0;-3,5;2,4;,6;
2022-07-18;0000;0;-2,8;3;1,1;
2022-07-18;0100;0;-2,7;2,5;,6;
2022-07-18;0200;0;-2,4;3,1;,4;
2022-07-18;0300;0;-2,6;1,7;0;
2022-07-18;0400;0;-2,3;1,1;0;
2022-07-18;0500;0;-2,6;1,4;,2;
2022-07-18;0600;0;-2,7;2,2;1,1;
2022-07-18;0700;0;-2,9;2,2;,8;
2022-07-18;0800;0;-2,6;2,7;1,8;
2022-07-18;0900;0;-2,6;3;1;
2022-07-18;1000;0;50,9;2,7;1,1;
2022-07-18;1100;0;279,8;3,3;1,9;
2022-07-18;1200;0;725;3,3;1;
2022-07-18;1300;0;1307,6;3;,6;
2022-07-18;1400;0;917,5;2,9;,8;
2022-07-18;1500;0;714,8;2,2;,8;
2022-07-18;1600;0;767,6;2,9;,5;
2022-07-18;1700;0;457,3;2,5;,7;
2022-07-18;1800;0;260,8;1,8;,4;
2022-07-18;1900;0;140,8;2;1,4;
2022-07-18;2000;0;17,7;2,4;,7;
2022-07-18;2100;0;-2,8;2,3;1,5;
2022-07-18;2200;0;-1,9;2,5;,6;
2022-07-18;2300;0;-2;2,1;,8;
2022-07-19;0000;0;-1,1;2;,9;
2022-07-19;0100;0;-1,7;3,3;1,3;
2022-07-19;0200;0;-2,7;4,3;1,3;
2022-07-19;0300;0;-2,2;4;2,4;
2022-07-19;0400;0;-2,2;4;,8;
2022-07-19;0500;0;-3,1;2,8;1,8;
2022-07-19;0600;0;-3,1;2,8;,7;
2022-07-19;0700;0;-3,5;4,2;,5;
2022-07-19;0800;0;-3,4;2,4;1,3;
2022-07-19;0900;0;-2,3;3;1;
2022-07-19;1000;0;90,9;3;,2;
2022-07-19;1100;0;602,6;3,7;,9;
2022-07-19;1200;0;958,8;3,2;0;
2022-07-19;1300;0;1685,7;5,7;3;
2022-07-19;1400;0;1359,5;6,1;2,8;
2022-07-19;1500;0;2176,9;6,3;2,7;
2022-07-19;1600;0;1873,3;6;2,3;
2022-07-19;1700;0;1467,2;5,9;3,2;
2022-07-19;1800;0;913,2;5;3,6;
2022-07-19;1900;0;293,6;5;2,8;
2022-07-19;2000;0;42,4;4,3;2,5;
2022-07-19;2100;0;-3,2;3,8;2,1;
2022-07-19;2200;0;-1,5;3,8;2,3;
2022-07-19;2300;0;-1,1;3,8;2,2;
2022-07-20;0000;0;-2,2;3,5;,1;
2022-07-20;0100;0;-3,3;2,1;1;
2022-07-20;0200;0;-2,3;2,4;1,1;
2022-07-20;0300;0;-2,7;2,4;0;
2022-07-20;0400;0;-2,7;2;,1;
2022-07-20;0500;0;-3,5;1,6;,8;
2022-07-20;0600;0;-3,1;1,4;0;
2022-07-20;0700;0;-3,4;0;0;
2022-07-20;0800;0;-3,3;0;0;
2022-07-20;0900;0;-1,9;1,1;,3;
2022-07-20;1000;0;140,7;1,8;,5;
2022-07-20;1100;0;687,9;1,6;,4;
2022-07-20;1200;0;1065,4;2,3;1;
2022-07-20;1300;0;1255,8;4,1;1,7;
2022-07-20;1400;0;1319,7;4,1;,8;
2022-07-20;1500;0;619,9;2,9;1,7;
2022-07-20;1600;0;775,3;3,7;1,2;
2022-07-20;1700;0;1625,6;3,8;1,2;
2022-07-20;1800;0;780,6;2,7;,2;
2022-07-20;1900;0;605,6;5;3,4;
2022-07-20;2000;0;51,3;5;1,7;
2022-07-20;2100;0;-3,4;3,8;2;
2022-07-20;2200;0;-3,5;3,4;1,8;
2022-07-20;2300;0;-2,7;2,4;,8;
2022-07-21;0000;0;-2,6;2,3;1;
2022-07-21;0100;0;-2,2;2,4;1,2;
2022-07-21;0200;0;-2,5;2;0;
2022-07-21;0300;0;-2,1;1,8;,3;
2022-07-21;0400;0;-2,1;2,3;1,2;
2022-07-21;0500;0;-2,1;1,9;1;
2022-07-21;0600;0;-1,4;2;,7;
2022-07-21;0700;0;-1,1;2,5;1,5;
2022-07-21;0800;0;-2,2;2,5;1;
2022-07-21;0900;0;-1,6;1,9;,9;
2022-07-21;1000;0;73,2;1,6;,3;
2022-07-21;1100;0;299,5;2,6;1,3;
2022-07-21;1200;0;531,5;2,6;1,5;
2022-07-21;1300;0;901,2;4,5;2,5;
2022-07-21;1400;0;1282,6;4,6;2,9;
2022-07-21;1500;0;1160;4,7;2,6;
2022-07-21;1600;0;1043,3;4,5;1,8;
2022-07-21;1700;0;1199;3,7;1,1;
2022-07-21;1800;0;837,6;2,8;,1;
2022-07-21;1900;0;455,1;1,8;1;
2022-07-21;2000;0;91,5;2,4;1,6;
2022-07-21;2100;0;-3,5;2;,9;
2022-07-21;2200;0;-3,5;2,1;1,3;
2022-07-21;2300;0;-3,5;2;0;
2022-07-22;0000;0;-3,5;2;1;
2022-07-22;0100;0;-3,4;2;,4;
2022-07-22;0200;0;-3,2;1,5;,1;
2022-07-22;0300;0;-2,5;1,2;0;
2022-07-22;0400;0;-1,7;2;1;
2022-07-22;0500;0;-,7;3,6;1,5;
2022-07-22;0600;0;-1,7;2,9;1,1;
2022-07-22;0700;0;-2,1;4,1;2,2;
2022-07-22;0800;0;-2,1;4,6;2,3;
2022-07-22;0900;,2;-,7;4,5;2,1;
2022-07-22;1000;0;161,5;4,3;1,7;
2022-07-22;1100;0;758,5;4,3;1,7;
2022-07-22;1200;0;1257,6;4,5;2,5;
2022-07-22;1300;0;1720,4;5,9;2,4;
2022-07-22;1400;0;1840;3,8;1,8;
2022-07-22;1500;0;2280,3;4,4;,9;
2022-07-22;1600;0;1951,4;3,1;1,4;
2022-07-22;1700;0;1650,7;4,6;3,1;
2022-07-22;1800;0;1336,4;5,6;3,6;
2022-07-22;1900;0;705,6;5,6;2;
2022-07-22;2000;0;105,4;3,8;2,6;
2022-07-22;2100;0;-3,5;3,8;1,8;
2022-07-22;2200;0;-3,5;2,9;1,8;
2022-07-22;2300;0;-3,5;2,3;1,6;
2022-07-23;0000;0;-3,5;2,3;,1;
2022-07-23;0100;0;-3,3;1,7;,9;
2022-07-23;0200;0;-1,5;2,1;0;
2022-07-23;0300;0;-1,8;2,1;1,2;
2022-07-23;0400;0;-1,9;3,3;1,3;
2022-07-23;0500;0;-1,1;2,4;,7;
2022-07-23;0600;0;-1,5;1,6;0;
2022-07-23;0700;,2;-,9;0;0;
2022-07-23;0800;0;-,8;1,2;,3;
2022-07-23;0900;0;0;1,8;,4;
2022-07-23;1000;0;53,6;2,2;,8;
2022-07-23;1100;0;183;2,4;,9;
2022-07-23;1200;0;389,6;2;,2;
2022-07-23;1300;0;503,2;2,1;,7;
2022-07-23;1400;0;666,8;2,3;,9;
2022-07-23;1500;0;917,4;3;1,6;
2022-07-23;1600;0;1697,9;5,2;3,2;
2022-07-23;1700;0;1772,2;6,1;4,3;
2022-07-23;1800;0;1173;6,1;3,2;
2022-07-23;1900;0;329,7;4,8;2,6;
2022-07-23;2000;0;25,9;4,2;2,2;
2022-07-23;2100;0;-2,3;3,1;1,8;
